ACIW,ACI Worldwide Inc,20110914,Deals of the day -- mergers and acquisitions , (Adds ESB  Tower Energy  Hertz Global  Erste Group Bank AG  ThyssenKrupp),topStory
GE,General Electric Company,20110914,Push for action in euro zone fuels gains ,NEW YORK Stocks rose 1 percent in a third day of gains on Wednesday after European leaders displayed new urgency in efforts to contain the euro zone debt crisis. | Video ,topStory
GE,General Electric Company,20110914,US STOCKS-Push for action in euro zone fuels gains , * Hedge funds return to buying euro  stocks --strategist,normal
GE,General Electric Company,20110914,US seeking nuclear safety experts after Fukushima , * Industry  regulator seek expertise to carry out changes,normal
GE,General Electric Company,20110914,CORRECTED-US STOCKS-Wall St to open higher on euro optimism , (Corrects to make clear that Moody's downgrade of Societe Generale was not due to its exposure to Greece. The error also appeared in previous versions of this story.),normal
GE,General Electric Company,20110914,US STOCKS-Push for action in euro zone fuels gains , * Hedge funds return to buying euro  stocks -- strategist,normal
GE,General Electric Company,20110914,Deals of the day -- mergers and acquisitions , (Adds ESB  Tower Energy  Hertz Global  Erste Group Bank AG  ThyssenKrupp),normal
GE,General Electric Company,20110914,How to play it: Solving your portfolio's Greek debt crisis ,THE ISSUE: Fears of a Greek default have shaken global financial markets; relief over even temporary fixes has triggered big rallies like on Wednesday. What can investors do to position themselves?,normal
GE,General Electric Company,20110914,HOW TO PLAY IT-Solving your portfolio's Greek debt crisis , THE ISSUE: Fears of a Greek default have shaken global financial markets; relief over even temporary fixes has triggered big rallies like on Wednesday. What can investors do to position themselves?,normal
GE,General Electric Company,20110914,UPDATE 1-GE has booked over $1 bln in gas turbine orders , * Growth "a little better" than expected  exec says  (Adds quotes from GE executive),normal
GE,General Electric Company,20110914,GE has booked over $1 bln in gas turbine orders , Sept 14 General Electric Co  has landed more than $1 billion in orders for new gas turbines in North America so far this year  reflecting power companies' growing interest in natural gas  the largest U.S. conglomerate said.,normal
GM,General Motors Company,20110914,Russia's 2011 WTO entry hinges on EU - Kremlin ,MOSCOW Russia's chances of joining the World Trade Organization in 2011 hinge on the European Union while the membership will hurt the country's energy-based economy in the short-term  senior Russian officials told Reuters on Wednesday.,topStory
GM,General Motors Company,20110914,AUTOSHOW-UPDATE 3-Nissan to build Infiniti outside Japan , * "Organic" as alternative to "mechanic" German brands   (Adds Infiniti's European sales chief),normal
GM,General Motors Company,20110914,UAW sees progress at GM  expects contract deal ,DETROIT The United Auto Workers union has made "much progress" toward a new contract with General Motors Co to replace the current deal on wages and benefits that expires just before midnight on Wednesday  a senior union official said.,normal
GM,General Motors Company,20110914,UPDATE 3-UAW sees progress at GM  expects contract deal , * UAW  GM teams talked until after 11 p.m. on Tues -source,normal
GM,General Motors Company,20110914,AUTOSHOW-Commodities price volatility challenges auto industry , FRANKFURT  Sept 14 It's not the rising cost of commodities but rather the volatility of prices that is giving auto makers a headache  global auto executives and analysts say.,normal
GM,General Motors Company,20110914,Court to decide on Saab appeal in a few days , STOCKHOLM  Sept 14 A Swedish court said on Wednesday it would decide in the next few days whether to allow struggling carmaker Saab to appeal a ruling denying it protection from creditors  with Saab almost certain to slide into bankruptcy if its case is rejected.,normal
GM,General Motors Company,20110914,TABLE-China August car sales up 7.3 pct y/y , BEIJING  Sept 14 Car sales in China climbed 7.3 percent in August from a year earlier  the China Association of Automobile Manufacturers (CAAM) said.	 ---------------------------------------------------------------,normal
GM,General Motors Company,20110914,PRESS DIGEST - New York Times business news - Sept 14 , Sept 14 The following were the top stories in The New York Times business pages on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
GM,General Motors Company,20110914,UPDATE 1-Indonesia-Market Factors to watch - Sept 14 , JAKARTA  Sept 14 Following is a list of events in Indonesia as well as news stories and press reports that may influence financial markets.,normal
GM,General Motors Company,20110914,Indonesia-Market Factors to watch - Sept 14 , JAKARTA  Sept 14 Following is a list of events in Indonesia as well as news stories and press reports that may influence financial markets.,normal
GGP,GGP Inc,20110914,Fund manager Ackman looks to Hong Kong dollar ,NEW YORK Hedge fund manager William Ackman  best known for selecting stocks  said he was buying the Hong Kong dollar  noting that it could become his biggest bet ever.,topStory
GGP,GGP Inc,20110914,UPDATE 2-Fund manager Ackman looks to Hong Kong dollar , * Says could be his biggest bet ever  (Adds details on the bet),normal
GSK,GlaxoSmithKline PLC,20110914,Breast  cervix cancer growing threats to poor: study ,LONDON The number of cases and deaths from breast and cervical cancer is rising in most countries across the world  especially in poorer nations where more women are dying at younger ages  according to a global study of the diseases.,topStory
GSK,GlaxoSmithKline PLC,20110914,Breast  cervix cancer growing threats to poor-study , * More women dying from breast  cervical cancer in poor countries,normal
GG,Goldcorp Inc,20110914,CANADA STOCKS-TSX gains on euro zone relief  golds drag , * Energy stocks lead gains; golds drag  (Adds details  analyst comment),topStory
GG,Goldcorp Inc,20110914,CANADA STOCKS-TSX gains on euro zone relief  golds drag , * Energy stocks lead gains; golds drag  (Updates to close. Adds details  commentary),normal
GS,Goldman Sachs Group Inc (The),20110914,Goldman asset management CIO Domotorffy retires ,Katinka Domotorffy  the head of Goldman Sachs Group Inc's  quantitative investment strategies group  will leave the bank at the end of the year  according to an internal memo  as one of its biggest hedge funds continues to suffer from weak performance.,topStory
GS,Goldman Sachs Group Inc (The),20110914,Goldman asset management CIO Domotorffy retires , Sept 14 Katinka Domotorffy  the head of Goldman Sachs Group Inc's  quantitative investment strategies group  will leave the bank at the end of the year  according to an internal memo  as one of its biggest hedge funds continues to suffer from weak performance.,normal
GS,Goldman Sachs Group Inc (The),20110914,SEC says no probes hurt by destroyed records ,WASHINGTON A past practice of destroying certain pre-investigative materials has not harmed any current or future investigations by the Securities and Exchange Commission  the U.S. agency's enforcement chief said on Wednesday.,normal
GS,Goldman Sachs Group Inc (The),20110914,UPDATE 2-U.S. SEC says no probes hurt by destroyed records , * Khuzami says some files based on public data  (Adds background  comments from Senator Grassley),normal
GS,Goldman Sachs Group Inc (The),20110914,Pension fund wants Blankfein out as Goldman chair ,A pension fund representing U.S. government employees has filed a shareholder proposal to strip Goldman Sachs Group Inc Chief Executive Lloyd Blankfein of his other post as chairman.,normal
GS,Goldman Sachs Group Inc (The),20110914,UPDATE 2-Pension fund wants Blankfein out as Goldman chair , * Believes balance of power will be good for shareholders,normal
GS,Goldman Sachs Group Inc (The),20110914,CORRECTED - Pension fund wants Blankfein out as Goldman chair , (Adds that Goldman did not admit or deny wrongdoing in paragraph 12  fixes typo and corrects year that Ken Lewis retired to 2010 in paragraph 17),normal
GS,Goldman Sachs Group Inc (The),20110914,3 years on  Lehman on path to exit bankruptcy ,NEW YORK Three years after its collapse  Lehman Brothers  is still stuck in bankruptcy court -- but three years is not as long as it sounds  says the failed investment bank's lead bankruptcy lawyer.,normal
GS,Goldman Sachs Group Inc (The),20110914,3 years on  Lehman on path to exit bankruptcy ,   * Attorney Harvey Miller says parties struck 'right chord',normal
GS,Goldman Sachs Group Inc (The),20110914,Deals of the day -- mergers and acquisitions , (Adds ESB  Tower Energy  Hertz Global  Erste Group Bank AG  ThyssenKrupp),normal
PAC,Grupo Aeroportuario Del Pacifico SA de CV,20110914,Mexico's Interjet opts against Mexicana takeover , MEXICO CITY  Sept 14 Mexican airline Interjet said on Wednesday it has opted against taking over the operations of troubled carrier Mexicana  which stopped flying a year ago due to financial difficulties.,topStory
ASR,Grupo Aeroportuario del Sureste SA de CV,20110914,Mexico's Interjet opts against Mexicana takeover , MEXICO CITY  Sept 14 Mexican airline Interjet said on Wednesday it has opted against taking over the operations of troubled carrier Mexicana  which stopped flying a year ago due to financial difficulties.,topStory
TV,Grupo Televisa SA,20110914,DIARY - Mexico and Central America - to Sept 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. ___________________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST      PREV ------------------------------------------------------------------- SEP21 0800/1300  retail sales        m/m   Jul           +4.80 pct SEP22 0800/1300  aggregate demand    q/q   Q2          ,topStory
HAL,Halliburton Company,20110914,U.S. blames BP for Gulf spill ,WASHINGTON/HOUSTON The United States heaped the lion's share of blame for the country's biggest ever offshore oil spill on BP on Wednesday as the government issued its final assessment of last year's Gulf disaster.,topStory
HAL,Halliburton Company,20110914,Spill probe faults BP  Transocean and Halliburton ,The likelihood of a blowout of BP Plc's Gulf of Mexico Macondo well would have been less if workers from the British oil company  Halliburton Co and Transocean had been more careful  investigators probing the disaster said on Wednesday.,normal
HAL,Halliburton Company,20110914,UPDATE 5-US blames BP for Gulf spill  but enough to go around , * Other probes have blamed accident on series of mistakes,normal
HAL,Halliburton Company,20110914,Spill probe faults BP  Transocean and Halliburton , Sept 14 The likelihood of a blowout of BP Plc's  Gulf of Mexico Macondo well would have been less if workers from the British oil company  Halliburton Co  and Transocean  had been more careful  investigators probing the disaster said on Wednesday.,normal
HAL,Halliburton Company,20110914,US investigators release findings on BP oil spill , WASHINGTON  Sept 14 U.S. federal investigators on Wednesday blamed the largest offshore oil spill in U.S. history on poor management and failure to respond to critical indicators by companies drilling the doomed Macondo well.,normal
HAL,Halliburton Company,20110914,UPDATE 1-Release of key BP oil spill probe expected soon , * Other probes have blamed accident on series of mistakes,normal
HTZ,Hertz Global Holdings Inc,20110914,US SMALL/MIDCAPS-Semiconductor stocks rally , NEW YORK  Sept 14 Small and midcap technology stocks led a broad market rally on Wednesday as optimism grew that the euro zone would find a way out of its current troubles and investors re-embraced risk.,topStory
HTZ,Hertz Global Holdings Inc,20110914,Dealtalk: ConAgra pressures Ralcorp  to look at others ,PHILADELPHIA For ConAgra Foods Inc   there are other potential takeover targets out there besides Ralcorp Holdings Inc .,normal
HTZ,Hertz Global Holdings Inc,20110914,DEALTALK-ConAgra pressures Ralcorp  to look at others , PHILADELPHIA  Sept 14 For ConAgra Foods Inc   there are other potential takeover targets out there besides Ralcorp Holdings Inc .,normal
HTZ,Hertz Global Holdings Inc,20110914,Avis drops Dollar Thrifty  clears track for Hertz ,Hertz Global Holdings Inc  was left the sole suitor for smaller rival Dollar Thrifty   after Avis Budget Group  dropped out of the race  in a 17-month long bidding war.,normal
HTZ,Hertz Global Holdings Inc,20110914,Timeline: Bidding war for Dollar Thrifty ,Avis Budget Group Inc  said it was no longer in the bidding to buy smaller rival Dollar Thrifty Automotive Group   citing the current market downturn. Hertz Global Holdings Inc  has also bid for Dollar Thrifty.,normal
HTZ,Hertz Global Holdings Inc,20110914,TIMELINE-Bidding war for Dollar Thrifty , Sept 14 Avis Budget Group Inc said it was no longer in the bidding to buy smaller rival Dollar Thrifty Automotive Group   citing the current market downturn. Hertz Global Holdings Inc has also bid for Dollar Thrifty.,normal
HTZ,Hertz Global Holdings Inc,20110914,RPT-UPDATE 1-Avis Budget drops Dollar Thrifty buyout plan , Sept 14 Car rental company Avis Budget Group  said it would not pursue the Dollar Thrifty  buyout  citing market conditions  clearing the way for rival Hertz Global Holdings Inc .,normal
HTZ,Hertz Global Holdings Inc,20110914,UPDATE 1-Avis Budget drops Dollar Thrifty buyout plan , Sept 14 Car rental company Avis Budget Group  said it would not pursue the Dollar Thrifty  buyout  citing market conditions  clearing the way for rival Hertz Global Holdings Inc .,normal
HD,Home Depot Inc (The),20110914,Big Republican donors wait on Perry-Romney duel ,WASHINGTON Big Republican donors are still undecided on Rick Perry or Mitt Romney as their party's best chance to defeat President Barack Obama in the November 2012 presidential election.,topStory
HD,Home Depot Inc (The),20110914,Big Republican donors wait on Perry-Romney duel , * Big Republican donors still won't commit to a candidate,normal
HMC,Honda Motor Company Ltd,20110914,TABLE-China August car sales up 7.3 pct y/y , BEIJING  Sept 14 Car sales in China climbed 7.3 percent in August from a year earlier  the China Association of Automobile Manufacturers (CAAM) said.	 ---------------------------------------------------------------,topStory
HMC,Honda Motor Company Ltd,20110914,PRESS DIGEST - Financial Times - Sept 14 , Bob Diamond  Barclays' chief executive  has given a surprisingly warm welcome to the Vickers Commission report in the first public response from a UK bank chief executive to the proposed industry revamp. http://www.ft.com/cms/s/0/3a26592c-de3b-11e0-9fb7-00144feabdc0.html#axzz1XmY8mJKm,normal
HMC,Honda Motor Company Ltd,20110914,Honda CEO targets Europe and emerging markets - FT , LONDON  Sept 14 Honda Motor Co Ltd  chief executive Takanobu Ito has said that company intends to boost its output of 'kei' cars in Japan and deploy its expertise in building the car in Europe and emerging markets  the Financial Times reported on Wednesday.,normal
HSBC,HSBC Holdings plc,20110914,HSBC dropped from silver price-fixing lawsuit , NEW YORK  Sept 14 HSBC Holdings Plc  has for now been dropped from an investor lawsuit accusing it of conspiring to drive down silver prices  leaving JPMorgan Chase & Co  as the only bank defendant in the case.,topStory
HSBC,HSBC Holdings plc,20110914,French downgrade "very small " well capitalised: Noyer ,PARIS Bank of France Governor Christian Noyer played down Moody's downgrade of Credit Agricole and Societe Generale on Wednesday  saying it was "very small" and the banks had enough capital to cover any losses.,normal
HSBC,HSBC Holdings plc,20110914,UPDATE 2-AIB sees possible private equity investment , * Potential investors interested in 10-year AIB investment,normal
HSBC,HSBC Holdings plc,20110914,Russian private banks see crisis as opportunity ,MOSCOW Global market volatility that has wiped $200 billion off the value of Russian stocks creates an opportunity for private sector banks to boost margins as dominant state lenders are forced to raise lending rates  the head of a major foreign bank told Reuters.,normal
HSBC,HSBC Holdings plc,20110914,RPT-UPDATE 1-French downgrade "very small"  banks well capitalised-Noyer , * Downgrade puts French banks' ratings in line with peers,normal
HSBC,HSBC Holdings plc,20110914,PRESS DIGEST - Vietnam newspapers - Sept 14 , HANOI  Sept 14 These are some of the leading stories in the official Vietnamese press on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
HSEA,HSBC Holdings plc,20110914,HSBC dropped from silver price-fixing lawsuit , NEW YORK  Sept 14 HSBC Holdings Plc  has for now been dropped from an investor lawsuit accusing it of conspiring to drive down silver prices  leaving JPMorgan Chase & Co  as the only bank defendant in the case.,topStory
HSEA,HSBC Holdings plc,20110914,French downgrade "very small " well capitalised: Noyer ,PARIS Bank of France Governor Christian Noyer played down Moody's downgrade of Credit Agricole and Societe Generale on Wednesday  saying it was "very small" and the banks had enough capital to cover any losses.,normal
HSEA,HSBC Holdings plc,20110914,UPDATE 2-AIB sees possible private equity investment , * Potential investors interested in 10-year AIB investment,normal
HSEA,HSBC Holdings plc,20110914,Russian private banks see crisis as opportunity ,MOSCOW Global market volatility that has wiped $200 billion off the value of Russian stocks creates an opportunity for private sector banks to boost margins as dominant state lenders are forced to raise lending rates  the head of a major foreign bank told Reuters.,normal
HSEA,HSBC Holdings plc,20110914,RPT-UPDATE 1-French downgrade "very small"  banks well capitalised-Noyer , * Downgrade puts French banks' ratings in line with peers,normal
HSEA,HSBC Holdings plc,20110914,PRESS DIGEST - Vietnam newspapers - Sept 14 , HANOI  Sept 14 These are some of the leading stories in the official Vietnamese press on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
HSEB,HSBC Holdings plc,20110914,HSBC dropped from silver price-fixing lawsuit , NEW YORK  Sept 14 HSBC Holdings Plc  has for now been dropped from an investor lawsuit accusing it of conspiring to drive down silver prices  leaving JPMorgan Chase & Co  as the only bank defendant in the case.,topStory
HSEB,HSBC Holdings plc,20110914,French downgrade "very small " well capitalised: Noyer ,PARIS Bank of France Governor Christian Noyer played down Moody's downgrade of Credit Agricole and Societe Generale on Wednesday  saying it was "very small" and the banks had enough capital to cover any losses.,normal
HSEB,HSBC Holdings plc,20110914,UPDATE 2-AIB sees possible private equity investment , * Potential investors interested in 10-year AIB investment,normal
HSEB,HSBC Holdings plc,20110914,Russian private banks see crisis as opportunity ,MOSCOW Global market volatility that has wiped $200 billion off the value of Russian stocks creates an opportunity for private sector banks to boost margins as dominant state lenders are forced to raise lending rates  the head of a major foreign bank told Reuters.,normal
HSEB,HSBC Holdings plc,20110914,RPT-UPDATE 1-French downgrade "very small"  banks well capitalised-Noyer , * Downgrade puts French banks' ratings in line with peers,normal
HSEB,HSBC Holdings plc,20110914,PRESS DIGEST - Vietnam newspapers - Sept 14 , HANOI  Sept 14 These are some of the leading stories in the official Vietnamese press on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
IR,Ingersoll-Rand plc (Ireland),20110914,BUY OR SELL-U.S. industrial shares show profit pessimism , Sept 14 U.S. industrial stocks are flashing yellow  having lost a fifth of their value in the last two months in what some describe as a warning that another recession is looming.,topStory
ICE,Intercontinental Exchange Inc,20110914,UPDATE 1-Britain to sue ECB over clearing location rule , LONDON  Sept 14 Britain plans to sue the European Central Bank over a new rule that will force clearing houses to be located in the euro zone if they handle large amounts of euro-denominated securities.,topStory
ICE,Intercontinental Exchange Inc,20110914,Britain to sue ECB over clearing location rule , LONDON  Sept 14 Britain plans to sue the European Central Bank over a new rule that will force clearing houses to be located in the euro zone if they handle large amounts of euro-denominated securities.,normal
IPG,Interpublic Group of Companies Inc (The),20110914,Top advertising chief sees calm amid economic storm ,NEW YORK The stubbornly bad jobs and housing markets in the United States coupled with Europe's debt crisis have created fear that the advertising market could be headed for a major pullback next year.,topStory
JPM,J P Morgan Chase & Co,20110914,HSBC dropped from silver price-fixing lawsuit , NEW YORK  Sept 14 HSBC Holdings Plc  has for now been dropped from an investor lawsuit accusing it of conspiring to drive down silver prices  leaving JPMorgan Chase & Co  as the only bank defendant in the case.,topStory
JPM,J P Morgan Chase & Co,20110914,COLUMN-How insider trading allegations sank WaMu deal: Frankel ,   -- Alison Frankel writes the On the Case blog for Thomson Reuters News & Insight (http://newsandinsight.com). The views expressed are her own. --,normal
JPM,J P Morgan Chase & Co,20110914,LatAm buyout fund-raising up 59 pct thru June-LAVCA , SAO PAULO  Sept 14 Buyout firms investing in Latin America raised 59 percent more in funds in the first half of this year  mostly due to growing interest among the biggest global private equity firms  the Latin American Venture Capital Association on Wednesday.,normal
JPM,J P Morgan Chase & Co,20110914,IFR-US banks in private deals to aid Europeans , LONDON  Sept 14 (IFR) - US banks have become the unlikely saviours of their ailing European counterparts  signing private agreements to lend them billions of dollars in recent weeks after an exodus of nervous money market funds left many without ready access to short-term funding.,normal
JPM,J P Morgan Chase & Co,20110914,Russia plans reforms after elections: Kudrin ,MOSCOW Russia will launch a reform drive next year regardless of who wins parliamentary and presidential elections  Finance Minister Alexei Kudrin said on Tuesday. | Video ,normal
JPM,J P Morgan Chase & Co,20110914,Spain lottery IPO remains on track-source ,  MADRID  Sept 14 Spain's Initial Public Offering of state lottery owner LAE is on track  a source close to the deal said on Wednesday following a report the government was considering delaying the sale.,normal
JPM,J P Morgan Chase & Co,20110914,Spain mulls delaying state lottery IPO - paper ,  MADRID  Sept 14 Spain is considering delaying the sale of state lottery owner LAE amid tepid international investor appetite at the price expected by the government  newspaper El Mundo reported  citing investment bank sources.,normal
JPM,J P Morgan Chase & Co,20110914,PRESS DIGEST - New York Times business news - Sept 14 , Sept 14 The following were the top stories in The New York Times business pages on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
JPM,J P Morgan Chase & Co,20110914,UPDATE 2-WaMu reorganization plan rejected again , * Judge: viable claim of insider trading vs hedge funds,normal
JPM,J P Morgan Chase & Co,20110914,WaMu reorganization plan rejected again ,Washington Mutual Inc's  plan to pay more than $7 billion to creditors and exit bankruptcy was rejected by a judge who ordered the company's creditors and shareholders into mediation  according to a Tuesday ruling.,normal
JCP,JC Penney Company Inc Holding Company,20110914,At New York Fashion Week  men get bright colours ,NEW YORK Men's fashion is getting more colourful and classic designs are being refreshed with unusual fabrics as people look to their clothes to help them stand out in a tough economy  top buyers said during Fashion Week.,topStory
JNJ,Johnson & Johnson,20110914,Merck aims at hepatitis  c. difficile drugs ,NEW YORK The head of infectious diseases at Merck & Co said the company's future all-oral treatments for hepatitis C and its experimental drug for infections with clostridium difficile bacteria could transform treatment and reap big sales.,topStory
JNJ,Johnson & Johnson,20110914,J&J pleads guilty in Natrecor marketing case ,Johnson and Johnson has agreed to pay $85 million and plead guilty to U.S. government charges that it marketed heart drug Natrecor for unapproved uses  according to court documents.,normal
JNJ,Johnson & Johnson,20110914,UPDATE 1-J&J pleads guilty in Natrecor marketing case ,* Scios unit agrees to 3-month probation  (Adds company comment  background),normal
JNJ,Johnson & Johnson,20110914,J&J pleads guilty in Natrecor marketing case , Sept 14 Johnson and Johnson  has agreed to pay $85 million and plead guilty to U.S. government charges that it marketed heart drug Natrecor for unapproved uses  according to court documents.,normal
JNJ,Johnson & Johnson,20110914,Banking on Botox no concern for Allergan CEO ,NEW YORK Allergan Inc  is not worried about over-reliance on sales of its flagship Botox drug  the company's chief said  citing extensive safety data and supply reserves of the injectable medicine.,normal
JNJ,Johnson & Johnson,20110914,Boston Scientific taps J&J executive as its next CEO ,Boston Scientific Corp named Johnson & Johnson's top medical device executive to be its new president and chief executive  snaring an experienced leader from its larger rival.,normal
JNJ,Johnson & Johnson,20110914,UPDATE 3-Boston Scientific taps J&J exec as its next CEO , * Lures head of medical device business from larger rival,normal
PHG,Koninklijke Philips NV,20110914,Siemens says postpones IPO of Osram unit ,FRANKFURT  SEPT 14 - Siemens  pushed back a planned multi-billion euro listing of light bulb unit Osram to a later date  becoming the latest victim of market volatility which has dented the hopes of a September revival in Europe's lackluster new listings market.,topStory
PHG,Koninklijke Philips NV,20110914,UPDATE 3-Siemens says postpones IPO of Osram unit , * Siemens says is firmly holding on to plans to list Osram,normal
KR,Kroger Company (The),20110914,UPDATE 2-Wessanen defers sale of drinks unit as profits jump , * Wessanen sees turnaround at U.S. drinks subsidiary ABC,topStory
LYG,Lloyds Banking Group Plc,20110914,TEXT-Fitch:UK bank reform is major step change for UK banks , (The following statement was released by the rating agency),topStory
LMT,Lockheed Martin Corporation,20110914,Contractors battle against further military cuts ,WASHINGTON Defense contractors launched a broad lobbying campaign on Wednesday to drum up public support for holding the line on U.S. military spending cuts.,topStory
LMT,Lockheed Martin Corporation,20110914,UPDATE 1-Contractors battle against further US military cuts , * Executives meet with Defense Secretary Panetta  (Adds pentagon testimony  industry experts on cuts  Panetta meeting),normal
LMT,Lockheed Martin Corporation,20110914,Contractors appeal for no more military cuts ,WASHINGTON Defense contractors launched a new lobbying campaign on Wednesday to drum up public support for holding the line on U.S. military spending cuts.,normal
LMT,Lockheed Martin Corporation,20110914,Contractors appeal for no more US military cuts , WASHINGTON  Sept 14 Defense contractors launched a new lobbying campaign on Wednesday to drum up public support for holding the line on U.S. military spending cuts.,normal
LMT,Lockheed Martin Corporation,20110914,State Department to skip Taiwan event for first time ,NEW YORK The State Department is declining for the first time to address an annual industry conference on defense and security ties between the United States and Taiwan  the event's organizer said.,normal
LMT,Lockheed Martin Corporation,20110914,US State Dept to skip Taiwan event for first time , * Conference comes 10 days before US decision due on F-16s,normal
MFC,Manulife Financial Corp,20110914,Manulife has little exposure to Europe  sees M&A , TORONTO  Sept 14 Manulife Financial  has little exposure to the debt crisis in Europe  but the insurer will be on the lookout for acquisition opportunities if hard-hit European financials decide to sell assets  the company's chief executive said on Wednesday.,topStory
MFC,Manulife Financial Corp,20110914,CANADA STOCKS-TSX little changed as euro crisis mars sentiment , * European debt crisis continues to dominate  (Updates with details  commentary),normal
MMI,Marcus & Millichap Inc,20110914,Motorola's Jha to get $66 million golden parachute ,NEW YORK Motorola Mobility Chief Executive Sanjay Jha could get a $65.7 million payout related to the company's deal to sell itself to Google Inc for $12.5 billion.,topStory
MMI,Marcus & Millichap Inc,20110914,Google bid for Motorola rose in negotiation: filing ,Google Inc raised its offer for Motorola Mobility Holdings Inc by 33 percent to $12.5 billion over two weeks of negotiations between the two companies  according to a regulatory filing on Tuesday.,normal
MMI,Marcus & Millichap Inc,20110914,Motorola's Jha to get $66 mln golden parachute , Sept 14 Motorola Mobility  Chief Executive Sanjay Jha could get a $65.7 million payout related to the company's deal to sell itself to Google Inc  for $12.5 billion.,normal
MMI,Marcus & Millichap Inc,20110914,CORRECTED-US STOCKS-Wall St to open higher on euro optimism , (Corrects to make clear that Moody's downgrade of Societe Generale was not due to its exposure to Greece. The error also appeared in previous versions of this story.),normal
MMI,Marcus & Millichap Inc,20110914,Deals of the day -- mergers and acquisitions , (Adds ESB  Tower Energy  Hertz Global  Erste Group Bank AG  ThyssenKrupp),normal
MMI,Marcus & Millichap Inc,20110914,US STOCKS-Futures gain after comments on new euro bonds , * Futures up: S&P 11.9 pts  Dow 91 pts  Nasdaq 21 pts,normal
MMI,Marcus & Millichap Inc,20110914,US STOCKS-Futures up after comments on new euro bonds , * Futures up: S&P 8.7 pts  Dow 59 pts  Nasdaq 6.25 pts,normal
MMI,Marcus & Millichap Inc,20110914,PRESS DIGEST - Wall Street Journal - Sept 14 , Sept 14 The following were the top stories in The Wall Street Journal on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
MRK,Merck & Company Inc,20110914,Breast  cervix cancer growing threats to poor: study ,LONDON The number of cases and deaths from breast and cervical cancer is rising in most countries across the world  especially in poorer nations where more women are dying at younger ages  according to a global study of the diseases.,topStory
MRK,Merck & Company Inc,20110914,Breast  cervix cancer growing threats to poor-study , * More women dying from breast  cervical cancer in poor countries,normal
MRK,Merck & Company Inc,20110914,Merck aims at hepatitis  c. difficile drugs ,NEW YORK The head of infectious diseases at Merck & Co said the company's future all-oral treatments for hepatitis C and its experimental drug for infections with clostridium difficile bacteria could transform treatment and reap big sales.,normal
MRK,Merck & Company Inc,20110914,Merck puts faith in hepatitis  c. difficile drugs , NEW YORK  Sept 14 The head of infectious diseases at Merck & Co  said the company's future all-oral treatments for hepatitis C and its experimental drug for infections with clostridium difficile bacteria could transform treatment and reap big sales.,normal
MFG,Mizuho Financial Group Inc,20110914,MOVES-Jefferies  Renaissance Capital  RCM , Sept 14 The following financial service industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
MFG,Mizuho Financial Group Inc,20110914,UPDATE 1-Mizuho Corporate Bank to tie-up with Russia's Sberbank-Nikkei , Sept 15 Mizuho Financial Group Inc's  corporate banking arm plans to a form a business tie-up with Sberbank in what could become the first partnership between a Japanese bank and Russia's top lender  the Nikkei business daily reported.,normal
MFG,Mizuho Financial Group Inc,20110914,Mizuho hires four for debt franchise , LONDON  Sept 14 (IFR) - Mizuho confirmed on Wednesday that it has hired Andrew Sweeney to run its FIG  ABS and SSA syndicate desk. Sweeney started this week from Royal Bank of Canada where he was most recently head of financial institutions and corporate syndication.,normal
MBT,Mobile TeleSystems OJSC,20110914,UPDATE 2-Sistema warns of new wave of turmoil , * OIBDA up 18.7 pct to $2.22 bln   (Releads  adds CFO quotes),topStory
MON,Monsanto Company,20110914,UPDATE 1-Pioneer plans to raise corn  soy seed prices , NEW YORK  Sept 14 DuPont's  Pioneer seed unit plans to raise prices in the mid-single-digit range next year as it takes U.S. corn and soybean market share from Monsanto Co  and other rivals.,topStory
MS,Morgan Stanley,20110914,Pension fund wants Blankfein out as Goldman chair ,A pension fund representing U.S. government employees has filed a shareholder proposal to strip Goldman Sachs Group Inc Chief Executive Lloyd Blankfein of his other post as chairman.,topStory
MS,Morgan Stanley,20110914,UPDATE 2-Pension fund wants Blankfein out as Goldman chair , * Believes balance of power will be good for shareholders,normal
MS,Morgan Stanley,20110914,CORRECTED - Pension fund wants Blankfein out as Goldman chair , (Adds that Goldman did not admit or deny wrongdoing in paragraph 12  fixes typo and corrects year that Ken Lewis retired to 2010 in paragraph 17),normal
MS,Morgan Stanley,20110914,Exclusive: CFTC insiders blow whistle on position limit rule ,WASHINGTON Internal strife at the U.S. Commodity Futures Trading Commission over how to craft a workable rule to crack down on speculation in oil markets has prompted two internal whistleblowers to ask the agency's inspector general to step in.,normal
