ACTG,Acacia Research Corporation,20110711,UPDATE 1-Acacia Research unit acquires 3G  4G patent rights , July 11 Acacia Research Corp   which acquires and licenses patent rights to various technologies  said its unit has acquired rights to certain patents for 3G and 4G wireless technology.,topStory
HMC,Honda Motor Company Ltd,20110711,Car makers jump on energy bandwagon as Japan saves power ,TOKYO With the country steeped in power-saving mode  energy generation has become all the rage among Japanese automakers.,topStory
HMC,Honda Motor Company Ltd,20110711,Car makers jump on energy bandwagon as Japan saves power , TOKYO  July 11 With the country steeped in power-saving mode  energy generation has become all the rage among Japanese automakers.,normal
HMC,Honda Motor Company Ltd,20110711,India's auto sector seen growing 11-13 pct in FY12-industry body head , MUMBAI  July 11 India's automobile industry is expected to grow 11 to 13 percent in the fiscal year ending next March  Pawan Goenka  president of industry body Society of Indian Automobile Manufacturers (SIAM) said on Monday.,normal
HPQ,HP Inc,20110711,RIM annual meeting likely to exacerbate investor ire ,TORONTO Research In Motion investors desperate for news about how the BlackBerry maker will reverse its sagging fortunes will likely leave Tuesday's annual meeting with their frustrations even more inflamed.,topStory
HPQ,HP Inc,20110711,HP creates new business unit for WebOS , SAN FRANCISCO  July 11 Hewlett-Packard  said on Monday that Stephen DeWitt will head its new WebOS business unit as the company looks to expand the use of the software among developers and consumers.,normal
HPQ,HP Inc,20110711,CORRECTED - PREVIEW-RIM annual meeting likely to exacerbate investor ire , (Corrects day of AGM in paragraph 1 to Tuesday from Wednesday),normal
HPQ,HP Inc,20110711,JPMorgan hires former HP executive to admin post , * To oversee real estate  procurement  general services,normal
HSBC,HSBC Holdings plc,20110711,MOVES-RBS Capital Markets  Barclays Capital  HSBC Holdings , July 11 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
HSBC,HSBC Holdings plc,20110711,HSBC names Peter Wong as chairman of HSBC China , HONG KONG  July 11 HSBC Holdings Plc     Europe's largest bank  said on Monday that it has appointed Peter Wong as chairman of HSBC Bank (China) Co Ltd with immediate effect.,normal
HSEA,HSBC Holdings plc,20110711,MOVES-RBS Capital Markets  Barclays Capital  HSBC Holdings , July 11 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
HSEA,HSBC Holdings plc,20110711,HSBC names Peter Wong as chairman of HSBC China , HONG KONG  July 11 HSBC Holdings Plc     Europe's largest bank  said on Monday that it has appointed Peter Wong as chairman of HSBC Bank (China) Co Ltd with immediate effect.,normal
HSEB,HSBC Holdings plc,20110711,MOVES-RBS Capital Markets  Barclays Capital  HSBC Holdings , July 11 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
HSEB,HSBC Holdings plc,20110711,HSBC names Peter Wong as chairman of HSBC China , HONG KONG  July 11 HSBC Holdings Plc     Europe's largest bank  said on Monday that it has appointed Peter Wong as chairman of HSBC Bank (China) Co Ltd with immediate effect.,normal
HUM,Humana Inc,20110711,US gives states flexibility in insurance exchanges , WASHINGTON  July 11 The Obama administration on Monday revealed a proposed framework for health insurance exchanges that gives states great flexibility in how they can set up these open marketplaces designed to increase competition.,topStory
HUM,Humana Inc,20110711,US gives states flexibility in insurance exchanges , WASHINGTON  July 11 The Obama administration on Monday revealed a proposed framework for health insurance exchanges that gives states great flexibility in how they can set up these open marketplaces designed to increase competition.,normal
IP,International Paper Company,20110711,International Paper goes hostile for Temple-Inland ,NEW YORK International Paper Co  has gone hostile in its $3.3 billion bid to acquire rival packaging producer Temple Inland Inc  and become the king of North America's corrugated packaging business.,topStory
IP,International Paper Company,20110711,UPDATE 3-International Paper goes hostile for Temple-Inland , * Shares of IP  Temple quiet in after-hours trading  (Adds Temple-Inland response  antitrust material; updates stock),normal
ITUB,Itau Unibanco Banco Holding SA,20110711,STXNEWS LATAM-Brazil bank steps could hit Banco do Brasil-Fator , Plans by Brazil's central bank to tighten controls on speculation in the currency market could hurt Banco do Brasil   Brazil's largest lender  Banco Fator said on Monday. Policymakers imposed reserve requirements of 60 percent of the value of local banks' short positions in excess of the smaller of two figures: $1 billion or on a lender's reference capital  in order to prevent the real  from rising beyond a 12-year-high. [ID:nN1E7671ZX],topStory
ITT,ITT Inc,20110711,Exclusive: France's Photonis  QioptiQ for sale ,NEW YORK/LONDON Two French optical component makers that make military night vision and medical imaging equipment will go on the auction block  several people familiar with the situation said on Monday.,topStory
ITT,ITT Inc,20110711,ITT files with SEC on separation of company's units ,Bangalore Diversified manufacturer ITT Corp  said it has filed with U.S. regulators providing details of the three publicly traded companies that it plans to separate into.,normal
ITT,ITT Inc,20110711,UPDATE 1-ITT files with SEC on separation of co's units , July 11 Diversified manufacturer ITT Corp  said it has filed with U.S. regulators providing details of the three publicly traded companies that it plans to separate into.,normal
JPM,J P Morgan Chase & Co,20110711,Alabama county says hopes for debt settlement soon ,BIRMINGHAM  Alabama Alabama's Jefferson County hopes to reach a deal averting the biggest municipal bankruptcy in U.S. history before month's end  the county commission president said on Monday.,topStory
JPM,J P Morgan Chase & Co,20110711,FACTBOX-Bidders on U.S. oil reserves , July 11 Fifteen energy trading companies received contracts for crude oil from U.S. emergency stockpiles  the Department of Energy said on Monday.,normal
JPM,J P Morgan Chase & Co,20110711,JPMorgan hires former HP executive to admin post , * To oversee real estate  procurement  general services,normal
JPM,J P Morgan Chase & Co,20110711,AIG may replace banks in next share offer ,PHILADELPHIA American International Group plans to replace one or more Wall Street banks in its next sale of shares from the U.S. government  The Wall Street Journal reported on Sunday.,normal
JPM,J P Morgan Chase & Co,20110711,Barclays Wealth hires JPMorgan's Olsen , NEW YORK  July 11 Barclays Wealth  has hired Hans Olsen away from JPMorgan's high-end wealth management division  naming him head of the British bank's Americas investment strategy.,normal
JPM,J P Morgan Chase & Co,20110711,PRESS DIGEST - New York Times business news - July 11 , July 11 The following were the top stories in The New York Times business pages on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
JPM,J P Morgan Chase & Co,20110711,JPMorgan appoints two new senior private bankers in Asia , SINGAPORE  July 11 JPMorgan's wealth management arm on Monday announced two senior hires as it continued its rapid expansion in Asia.,normal
JPM,J P Morgan Chase & Co,20110711,AIG may replace banks in next share offer - WSJ , PHILADELPHIA  July 10 American International Group plans to replace one or more Wall Street banks in its next sale of shares from the U.S. government  The Wall Street Journal reported on Sunday.,normal
JNJ,Johnson & Johnson,20110711,Doctors overuse heart treatment  despite guidelines ,NEW YORK (Reuters Health) - The controversial use of stents days after a heart attack has continued unabated in the United States  even after a landmark study and new guidelines said the pricey therapy does not help patients.,topStory
JNJ,Johnson & Johnson,20110711,Doctors overuse heart treatment  despite guidelines , NEW YORK  July 11 (Reuters Health) - The controversial use of stents days after a heart attack has continued unabated in the United States  even after a landmark study and new guidelines said the pricey therapy does not help patients.,normal
PHG,Koninklijke Philips NV,20110711,Nestle buys 60 percent of Chinese candymaker for $1.7 billion ,SINGAPORE/ZURICH (Reuters)- Nestle   the world's largest food company  is paying a hefty $1.7 billion for a 60 percent stake in candymaker Hsu Fu Chi International  to move deeper into fast-growing markets in China.,topStory
PHG,Koninklijke Philips NV,20110711,UPDATE 6-Nestle buys 60 pct of Chinese candymaker for $1.7 bln , * To pay S$4.35 per share  8.7 pct premium to July 1 close,normal
PHG,Koninklijke Philips NV,20110711,UPDATE 1-Philips buys Chinese appliances firm Povos , * Deal part of expansion in emerging markets     (Adds details  analyst and company comment),normal
KEP,Korea Electric Power Corporation,20110711,BRIEF-Moody's assigns A1 rating on KOSEP's USD notes , July 11 Korea South-East Power Co.  Ltd. (KOSEP),topStory
LLL,L3 Technologies Inc,20110711,Exclusive: France's Photonis  QioptiQ for sale ,NEW YORK/LONDON Two French optical component makers that make military night vision and medical imaging equipment will go on the auction block  several people familiar with the situation said on Monday.,topStory
LYG,Lloyds Banking Group Plc,20110711,PRESS DIGEST - British business - July 11 , BABY-BOOMERS BILL WILL SEND DEBT SPIRALLING  SAYS OBR,topStory
M,Macy&#39;s Inc,20110711,Macy's fined for not reporting drawstrings ,NEW YORK Macy's Inc has agreed to pay a $750 000 fine for failing to report for four years that it had sold kids' clothes with drawstrings at the neck  a strangulation hazard  the U.S. Consumer Product Safety Commission said on Monday.,topStory
M,Macy&#39;s Inc,20110711,UPDATE 1-Macy's fined for not reporting drawstrings , NEW YORK  July 11 Macy's Inc  has agreed to pay a $750 000 fine for failing to report for four years that it had sold kids' clothes with drawstrings at the neck  a strangulation hazard  the U.S. Consumer Product Safety Commission said on Monday.,normal
MFC,Manulife Financial Corp,20110711,TMX Group launches alternative trading platform , TORONTO  July 11 The operator of the Toronto Stock Exchange launched its TMX Select system on Monday  which is its answer to increasing competition from alternative trading systems (ATS) in Canada.,topStory
MTL,Mechel PAO,20110711,Hong Kong IPO Pipeline - July 11 , ,topStory
MDT,Medtronic plc,20110711,Doctors overuse heart treatment  despite guidelines ,NEW YORK (Reuters Health) - The controversial use of stents days after a heart attack has continued unabated in the United States  even after a landmark study and new guidelines said the pricey therapy does not help patients.,topStory
MDT,Medtronic plc,20110711,Doctors overuse heart treatment  despite guidelines , NEW YORK  July 11 (Reuters Health) - The controversial use of stents days after a heart attack has continued unabated in the United States  even after a landmark study and new guidelines said the pricey therapy does not help patients.,normal
MET,MetLife Inc,20110711,U.S. House Democrat questions BofA settlement , WASHINGTON  July 11 A U.S. House Democrat said on Monday he is concerned taxpayers may be partially on the hook as a result of Bank of America's $8.5 billion settlement with bondholders over soured residential mortgage-backed securities.,topStory
MON,Monsanto Company,20110711,Monsanto mulls deeper ties with Sinochem: report ,SYDNEY Global agribusiness Monsanto Co  is in talks with Chinese chemicals conglomerate Sinochem Corp to deepen their ties significantly  the Wall Street Journal reported on Monday.,topStory
MON,Monsanto Company,20110711,REFILE-UPDATE 1-Monsanto mulls deeper ties with Sinochem-WSJ , SYDNEY  July 11 Global agribusiness Monsanto Co  is in talks with Chinese chemicals conglomerate Sinochem Corp to deepen their ties significantly  the Wall Street Journal reported on Monday.,normal
MON,Monsanto Company,20110711,PRESS DIGEST - Wall Street Journal - July 11 , July 11 The following were the top stories in The Wall Street Journal on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
MON,Monsanto Company,20110711,Monsanto in talks to deepen ties with Sinochem -WSJ , SYDNEY  July 11 Global agribusiness Monsanto Co  is in talks with Chinese chemicals conglomerate Sinochem Corp to deepen their ties significantly  the Wall Street Journal reported on Monday citing people familiar with the discussions.,normal
MCO,Moody&#39;s Corporation,20110711,UPDATE 1-EU to propose curbs on ratings use by banks , * Funds industry leery about costs for smaller players,topStory
MS,Morgan Stanley,20110711,UPDATE 3-US oil reserve bids were double amount offered , * U.S. sold all 30.6 mln barrels of oil initially awarded,topStory
MS,Morgan Stanley,20110711,HighTower adds Morgan Stanley team in Virginia ,NEW YORK HighTower Advisors  a firm consolidating wealth management businesses across the United States  on Monday said it added a team of advisers from Morgan Stanley Smith Barney in northern Virginia.,normal
MS,Morgan Stanley,20110711,HighTower adds Morgan Stanley team in Virginia , NEW YORK  July 11 HighTower Advisors  a firm consolidating wealth management businesses across the United States  on Monday said it added a team of advisers from Morgan Stanley Smith Barney in northern Virginia.,normal
MS,Morgan Stanley,20110711,PRESS DIGEST - New York Times business news - July 11 , July 11 The following were the top stories in The New York Times business pages on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
MOS,Mosaic Company (The),20110711,Judge's ruling extends Mosaic's Florida mine woes ,NEW YORK A federal judge has extended an order keeping Mosaic Co  from expanding a Florida phosphate mine  dealing yet another blow to the fertilizer producer and pushing its stock down 5.2 percent.,topStory
MOS,Mosaic Company (The),20110711,UPDATE 3-Judge's ruling extends Mosaic's Florida mine woes , * Shares down 5.2 percent in morning trading  (Adds mine tour  CF Industries; updates share price),normal
MOS,Mosaic Company (The),20110711,Judge's ruling extends Mosaic's mine woes ,NEW YORK A federal judge has extended an order keeping Mosaic Co  from expanding a Florida phosphate mine  dealing a blow to the fertilizer producer and pushing its stock down 3.5 percent.,normal
MUR,Murphy Oil Corporation,20110711,UPDATE 3-Malaysia Kencana  SapuraCrest to merge in $4 bln deal , * Integral Key to offer 4.60 ringgit per SapuraCrest share; 3 ringgit per Kencana share,topStory
NCR,NCR Corporation,20110711,ATM maker NCR to buy Radiant for $1.2 billion ,BANGALORE ATM maker NCR Corp  is to buy Radiant Systems Inc   which makes cash registers and other point-of-sale devices  for about $1.2 billion in cash to expand into the hospitality and specialty retail industries.,topStory
NCR,NCR Corporation,20110711,TEXT-S&P Places NCR 'BBB-' Rating On Negative CreditWatch , July 12  2011--Standard & Poor's Ratings Services said today that it placed its 'BBB-' corporate credit rating on Duluth  Ga.-based NCR Corp. on CreditWatch with negative implications.,normal
NNI,Nelnet Inc,20110711,Nelnet buys residual interest in federal student loan ,Nelnet  said it bought a residual interest in $1.9 billion of federal student loan from an affiliate of Greystone & Co Inc.,topStory
NNI,Nelnet Inc,20110711,UPDATE 1-Nelnet buys residual interest in $1.9 bln federal student loan , * Deal to add immediately to base net income   (Follows alerts),normal
NEM,Newmont Mining Corporation,20110711,Polyus CEO: Kazakhgold takeover on track - FT , LONDON  July 11 Polyus Gold   Russia's top gold miner  is on track to complete its reverse takeover of UK-listed Kazakhgold  as it looks to merge with top foreign peers  the Financial Times on Monday quoted Polyus's chief executive as saying.,topStory
NMR,Nomura Holdings Inc ADR,20110711,Nomura proprietary trader Fuchs plans own $400 mln hedge fund-source , HONG KONG  July 11 Benjamin Fuchs  who leads the Global Opportunities Group proprietary trading desk at Nomura Holdings Inc plans to start his own hedge fund of at least $400 million later this year  according to a source familiar with the matter.,topStory
PCG,Pacific Gas & Electric Co,20110711,Analysis:After Japan  slow change seen for U.S. nuclear industry ,WASHINGTON/HOUSTON The U.S. nuclear industry this week gets its first peek at a roadmap for new regulations that ultimately could cost it billions in the wake of Japan's Fukushima Daiichi disaster.,topStory
BTU,Peabody Energy Corporation,20110711,PRESS DIGEST - Financial Times - July 12 , Southern Cross announced it would give up all of its 752 care homes after months of tense negotiations with the British company's landlords caused by its inability to meet rent payments. http://www.ft.com/cms/s/0/3187de82-ab8a-11e0-8a64-00144feabdc0.html#axzz1RptLYmGG,topStory
BTU,Peabody Energy Corporation,20110711,RPT-UPDATE 4-Peabody  ArcelorMittal bid $5 bln for Macarthur , * Takeover bid A$15.50/shr; 40 pct premium to Mon close,normal
BTU,Peabody Energy Corporation,20110711,Peabody  ArcelorMittal bid $5 billion for Macarthur Coal ,SYDNEY Peabody Energy  has teamed up with ArcelorMittal  to offer $5 billion for Australia's Macarthur Coal   the world's biggest producer of pulverized coal  as demand for raw materials used in the making of steel intensifies.,normal
BTU,Peabody Energy Corporation,20110711,Peabody  ArcelorMittal bid $5 billion for Macarthur Coal ,SYDNEY Peabody Energy  has teamed up with ArcelorMittal  to offer $5 billion for Australia's Macarthur Coal   the world's biggest producer of pulverized coal  as demand for steel-making raw materials intensifies.,normal
BTU,Peabody Energy Corporation,20110711,UPDATE 3-Peabody  ArcelorMittal bid $5 bln for Macarthur Coal , * Takeover bid at A$15.50/shr  40 pct premium to Monday's close,normal
BTU,Peabody Energy Corporation,20110711,Citic Australia studying offer for Macarthur - MD , HONG KONG  July 11 Citic Resources Australia  a unit of Citic Resources Holdings Ltd   will study the $5 billion takeover offer for Macarthur Coal Ltd from Peabody Energy Corp and Arcelor Mittal SA   the managing director of Citic Resources Australia told Reuters on Monday.,normal
BTU,Peabody Energy Corporation,20110711,Macarthur Coal gets $5 bln bid from Peabody  Arcelor Mittal , SYDNEY  July 11 Peabody Energy and Arcelor Mittal have offered to buy Australian coal miner Macarthur Coal valuing the firm at A$4.7 billion $5.05 billion) or at a 40 percent premium to Monday's close.,normal
PBA,Pembina Pipeline Corp,20110711,UPDATE 2-Pembina restarts oil pipeline in British Columbia , * Husky's Prince George refinery returns to full rates  (Adds refinery resuming full output),topStory
PTR,PetroChina Company Limited,20110711,UPDATE 3-US oil reserve bids were double amount offered , * U.S. sold all 30.6 mln barrels of oil initially awarded,topStory
PTR,PetroChina Company Limited,20110711,Analysis:China crude imports to recover in July on steady demand ,BEIJING China's crude imports will recover in July from a downward blip as refiners crank up production to meet rising demand after a heavy maintenance program led to the first decline in shipments at the world's second-largest oil consumer in six months in June.,normal
PTR,PetroChina Company Limited,20110711,UPDATE 2-Vietnam Petrolimex plans refinery; pipeline for Chinese fuel , * $4.4-4.8 billion Nam Van Phong complex one of 5 new plants,normal
PTR,PetroChina Company Limited,20110711,Petrolimex  PetroChina in talks over $212 mln pipeline , HANOI  July 11 Petrolimex  Vietnam's largest oil product distributor  has discussed with China's top oil producer  PetroChina    a $212 million project to build a pipeline for taking Chinese refined products to Vietnam  the Vietnamese firm said.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110711,Exclusive: Petrobras sees July gasoline output up ,RIO DE JANEIRO Petrobras   Brazil's state-controlled oil company  expects to increase gasoline output by 12.5 percent in July from a year earlier to avoid importing the fuel  a top executive said on Monday.,topStory
PFE,Pfizer Inc,20110711,Sanofi sells skin unit  MS drug results underwhelm ,PARIS/LONDON French drugmaker Sanofi  plans to sell its Dermik skincare business to Canada's Valeant Pharmaceuticals  for $425 million in cash  the latest drug giant to move to shed non-core assets.,topStory
PFE,Pfizer Inc,20110711,RPT-UPDATE 2-Sanofi sells skin unit  MS drug results underwhelm , * Dermik has about 140 staff in U.S.  200 in Laval  Canada,normal
PJC,Piper Jaffray Companies,20110711,MOVES-RBS Capital Markets  Barclays Capital  HSBC Holdings , July 11 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
PKX,POSCO,20110711,RPT-UPDATE 4-Peabody  ArcelorMittal bid $5 bln for Macarthur , * Takeover bid A$15.50/shr; 40 pct premium to Mon close,topStory
PKX,POSCO,20110711,Peabody  ArcelorMittal bid $5 billion for Macarthur Coal ,SYDNEY Peabody Energy  has teamed up with ArcelorMittal  to offer $5 billion for Australia's Macarthur Coal   the world's biggest producer of pulverized coal  as demand for raw materials used in the making of steel intensifies.,normal
PKX,POSCO,20110711,Peabody  ArcelorMittal bid $5 billion for Macarthur Coal ,SYDNEY Peabody Energy  has teamed up with ArcelorMittal  to offer $5 billion for Australia's Macarthur Coal   the world's biggest producer of pulverized coal  as demand for steel-making raw materials intensifies.,normal
PKX,POSCO,20110711,UPDATE 3-Peabody  ArcelorMittal bid $5 bln for Macarthur Coal , * Takeover bid at A$15.50/shr  40 pct premium to Monday's close,normal
PG,Procter & Gamble Company (The),20110711,Ex-Goldman director Gupta may pursue SEC lawsuit ,NEW YORK Former Goldman Sachs Group Inc director Rajat Gupta may pursue his lawsuit accusing the U.S. Securities and Exchange Commission of violating his rights by denying him a jury trial in an insider-trading case.,topStory
PG,Procter & Gamble Company (The),20110711,UPDATE 3-Ex-Goldman director Gupta may pursue SEC lawsuit , * Gupta challenged administrative proceedings  (Adds details from ruling  byline),normal
PG,Procter & Gamble Company (The),20110711,Lonza to buy Arch Chemicals in deal worth $1.2 billion ,ZURICH Drugs industry supplier Lonza  is buying U.S.-based Arch Chemicals  for some $1.2 billion  making it the world's largest player in the multi-billion dollar microbial control market  the groups said.,normal
TLK,PT Telekomunikasi Indonesia Tbk,20110711,Indonesia's Telkom says open to merging CDMA units with Indosat , JAKARTA  July 11 Telekomunikasi Indonesia    Indonesia's biggest telecoms firm  is open to the possibility of a merger between its CDMA unit Telkomflexi and Indosat 's CDMA unit StarOne  Telkom's CEO Rinaldi Firmansyah said on Monday.	 	  (Reporting by Fathiya Dahrul; Editing by Neil Chatterjee),topStory
RRD,RR Donnelley & Sons Company,20110711,Bondholders take backseat to shareholders ,NEW YORK  July 8 (IFR) - The increase in shareholder-friendly activity among investment-grade bond issuers has bondholders concerned that their interest might not be at heart in the boardrooms of their portfolio companies.,topStory
RIO,Rio Tinto Plc,20110711,PRESS DIGEST-Australian Business News - July 12 , Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
RIO,Rio Tinto Plc,20110711,Australia carbon tax hits miners  airlines ,SYDNEY Coal miners  steel firms and airlines were sold off on Monday a day after Australia's unpopular government introduced a carbon tax scheme  while power suppliers warned the tax could risk A$4-6 billion in assets if banks tightened financing.,normal
RIO,Rio Tinto Plc,20110711,WRAPUP 3-Bid for Australian coal miner boosts carbon tax , * Bid for coal miner  a boost for government's carbon tax,normal
RIO,Rio Tinto Plc,20110711,WRAPUP 2-Australia carbon tax hits miners  airlines , * Power suppliers warn tax risks A$4-6 billion in assets,normal
RIO,Rio Tinto Plc,20110711,China's Sichuan Hanlong bids for Bannerman  eyeing ,SYDNEY China's Sichuan Hanlong Group has made a A$144 million ($154.9 million) "highly conditional" bid for Australia's Bannerman Resources Ltd   eyeing the group's uranium project in Namibia near key mines.,normal
RY,Royal Bank Of Canada,20110711,Royal Bank of Canada launches BlueBay bond fund , * Aims to provide income and exposure to emerging markets,topStory
RY,Royal Bank Of Canada,20110711,RPT-BAY STREET-Maple's embrace seen tough for TMX to elude ,* Bay St bank "guard dogs" make white knight bid unlikely,normal
RY,Royal Bank Of Canada,20110711,JPMorgan appoints two new senior private bankers in Asia , SINGAPORE  July 11 JPMorgan's wealth management arm on Monday announced two senior hires as it continued its rapid expansion in Asia.,normal
RBS,Royal Bank Scotland plc (The),20110711,Saudi Hollandi Bank Q2 net profit rises 5.1 pct , RIYADH  July 11 Saudi Hollandi Bank   the kingdom's oldest bank  reported a 5.1 percent rise in quarterly profits on Monday  beating estimates.,topStory
SNY,Sanofi,20110711,UPDATE 1-EU agency widens safety review into Sanofi's Multaq , * Experts to consider need for action next week   (Adds details on review),topStory
SNY,Sanofi,20110711,Sanofi sells skin unit  MS drug results underwhelm ,PARIS/LONDON French drugmaker Sanofi  plans to sell its Dermik skincare business to Canada's Valeant Pharmaceuticals  for $425 million in cash  the latest drug giant to move to shed non-core assets.,normal
SNY,Sanofi,20110711,Micromet signs cancer drug deal with Amgen ,Bangalore Micromet Inc  said it signed a cancer-drug development deal with U.S. biotech giant Amgen Inc  for up to 695 million euros ($1.01 billion) plus royalties and reimbursements.,normal
SNY,Sanofi,20110711,RPT-UPDATE 2-Sanofi sells skin unit  MS drug results underwhelm , * Dermik has about 140 staff in U.S.  200 in Laval  Canada,normal
SNY,Sanofi,20110711,UPDATE 1-Sanofi sells skincare unit  MS drug results positive ,   * Dermik has about 140 staff in U.S.  200 in Laval  Canada,normal
SNY,Sanofi,20110711,Sanofi sells skincare unit to Valeant for $425 million ,PARIS French drugmaker Sanofi  said on Monday it was selling its Dermik dermatology business to Canada's Valeant Pharmaceuticals  for $425 million in cash.,normal
SNY,Sanofi,20110711,Sanofi sells skincare unit to Valeant for $425 mln , PARIS  July 11 French drugmaker Sanofi  said on Monday it was selling its Dermik dermatology business to Canada's Valeant Pharmaceuticals for $425 million in cash.,normal
SNY,Sanofi,20110711,Sanofi says MS drug results positive , PARIS  July 11 French drugmaker Sanofi  said on Monday the results of a late-stage Phase 3 clinical trial into experimental multiple sclerosis (MS) drug Lemtrada were positive.,normal
SAP,SAP SE,20110711,UPDATE 2-Deutsche Bank co-CEO plan seen paving way for Jain , * Investors seek clear lines of accountability -analysts,topStory
SCG,Scana Corporation,20110711,Analysis:After Japan  slow change seen for U.S. nuclear industry ,WASHINGTON/HOUSTON The U.S. nuclear industry this week gets its first peek at a roadmap for new regulations that ultimately could cost it billions in the wake of Japan's Fukushima Daiichi disaster.,topStory
SNE,Sony Corp Ord,20110711,Government contactor Booz Allen hit by hack ,WASHINGTON Hackers said on Monday they broke into the computer systems of major government contractor Booz Allen Hamilton's.,topStory
SNE,Sony Corp Ord,20110711,Government contactor Booz Allen hit by hack , WASHINGTON  July 11 Hackers said on Monday they broke into the computer systems of major government contractor Booz Allen Hamilton's .,normal
SNE,Sony Corp Ord,20110711,BRIEF-Moody's sees slow recovery on Sony's profitability , * Moody's sees slow recovery in Sony's profitability as a concern,normal
SO,Southern Company (The),20110711,Analysis:After Japan  slow change seen for U.S. nuclear industry ,WASHINGTON/HOUSTON The U.S. nuclear industry this week gets its first peek at a roadmap for new regulations that ultimately could cost it billions in the wake of Japan's Fukushima Daiichi disaster.,topStory
SOJA,Southern Company (The),20110711,Analysis:After Japan  slow change seen for U.S. nuclear industry ,WASHINGTON/HOUSTON The U.S. nuclear industry this week gets its first peek at a roadmap for new regulations that ultimately could cost it billions in the wake of Japan's Fukushima Daiichi disaster.,topStory
SOJB,Southern Company (The),20110711,Analysis:After Japan  slow change seen for U.S. nuclear industry ,WASHINGTON/HOUSTON The U.S. nuclear industry this week gets its first peek at a roadmap for new regulations that ultimately could cost it billions in the wake of Japan's Fukushima Daiichi disaster.,topStory
LUV,Southwest Airlines Company,20110711,Thunderstorms halt flights in Chicago , CHICAGO  July 11 Severe thunderstorms rolled through Chicago on Monday  temporarily halting operations at busy O'Hare airport and causing serious flight delays.,topStory
LUV,Southwest Airlines Company,20110711,Thunderstorms briefly halt flights in Chicago ,CHICAGO Severe thunderstorms rolled through Chicago on Monday  snarling air traffic at the region's main airports and delaying flights by almost an hour.,normal
STO,Statoil ASA,20110711,BP halts output at Azeri Chirag field for 2 weeks , BAKU  July 11 Output at the Chirag oil field  part of Azerbaijan's Azeri-Chirag-Guneshli (ACG) project  has been halted for two weeks for maintenance  shutting in output of 80 000-85 000 barrels per day  operator BP said on Monday.,topStory
SU,Suncor Energy  Inc,20110711,CANADA STOCKS-TSX dives to 1-week low on euro zone worries ,   * TSX tumbles 191.95 points  or 1.44 percent  to 13 179.75,topStory
SU,Suncor Energy  Inc,20110711,CANADA STOCKS-TSX dives to 1-week low on euro zone woes ,   * TSX tumbles 191.95 points  or 1.44 percent  to 13 179.75,normal
TGT,Target Corporation,20110711,Target to sell new electronic reader ,SAN FRANCISCO Target Corp will soon start selling a new electronic reader that competes with Amazon.com Inc's Kindle and Barnes & Noble's Nook.,topStory
TGT,Target Corporation,20110711,Target to sell new electronic reader ,   * Device to be fully integrated with Google eBooks platform,normal
TTM,Tata Motors Ltd,20110711,UPDATE 3-India car sales slowest in 2 yrs  more speed bumps seen , * Passenger car sales forecast for FY12 slashed to 10-12 pct - industry body,topStory
TTM,Tata Motors Ltd,20110711,India's auto sector seen growing 11-13 pct in FY12-industry body head , MUMBAI  July 11 India's automobile industry is expected to grow 11 to 13 percent in the fiscal year ending next March  Pawan Goenka  president of industry body Society of Indian Automobile Manufacturers (SIAM) said on Monday.,normal
TTM,Tata Motors Ltd,20110711,India's June local car sales up 1.6 pct - industry , NEW DELHI  July 11 Car sales in India rose 1.6 percent in June  an industry body said  sharply slower than a 30.8 percent jump in the same month a year earlier  as rising fuel prices  higher interest rates and vehicle costs crimped demand in the world's second-fastest growing auto market.,normal
TI,Telecom Italia SPA,20110711,UPDATE 1-Italy's Wind open to deals with rivals  no talks yet , ROME  July 11 Italian telecoms operator Wind  would be interested in merging with or acquiring rivals like 3 Italia  Fastweb or Tiscali   but there are no deals in the works yet  Egyptian tycoon Naguib Sawiris said on Monday.,topStory
TEF,Telefonica SA,20110711,Telco managers admit being out of touch with customers: study ,FRANKFURT Telecom network operators acknowledged they are out of touch with customers' wants and are struggling to keep up with user expectations  a survey of industry executives found.,topStory
TEF,Telefonica SA,20110711,Telco managers admit being out of touch with customers -study , * Majority of managers surveyed say companies out of sync,normal
TEF,Telefonica SA,20110711,Spaniards win right to switch mobile firms faster , MADRID  July 11 Spanish mobile operators will have one day  instead of four at present  to implement requests for customers switching company while keeping their phone number  under a change to the law designed to boost competition.,normal
TTI,Tetra Technologies Inc,20110711,US SMALL/MIDCAPS-Rising debt worries sink stocks , NEW YORK  July 11 Mid- and smallcap stocks fell on Monday on increasing worries about U.S. budget talks and concern over the possible spread of the euro-zone debt crisis to Italy.,topStory
