AGEN,Agenus Inc,20140724,UPDATE 2-GSK seeks approval for world's first malaria vaccine ,* Mosquito-borne malaria kills over 600 000 people a year,topStory
V,Visa Inc,20140724,Visa cuts revenue forecast as cross-border transactions slow ,Visa Inc  the world's largest credit and debit card company  cut its revenue forecast for the year  as growth in cross-border transactions slowed amid a strengthening of the U.S. dollar.,topStory
V,Visa Inc,20140724,UPDATE 2-Visa cuts revenue forecast as cross-border transactions slow ,* Third-quarter profit $2.17/Class A share vs est. $2.10/shr,normal
V,Visa Inc,20140724,Visa quarterly profit rises 11 pct on card growth ,July 24 Visa Inc  the world's largest credit and debit card company  reported an 11 percent rise in quarterly profit as more people around the world used plastic instead of cash to make purchases.,normal
WMT,Wal-Mart Stores Inc,20140724,CORRECTED-UPDATE 2-Wal-Mart replaces head of struggling U.S. business ,(Corrects second name in first bullet point to "Foran" from "Moran"),topStory
WMT,Wal-Mart Stores Inc,20140724,UPDATE 2-Wal-Mart loses bid to keep documents on bribery probe from shareholder ,(Adds comment from Wal-Mart  shareholder attorney in paragraphs 7 8),normal
WIT,Wipro Limited,20140724,UPDATE 2-India's Wipro sees strong sales growth  eyes Europe deals ,* Sees Q2 IT services revenue up 1.7-4 pct from June quarter,topStory
WIT,Wipro Limited,20140724,India's Wipro Q1 profit up 29.6 percent  slightly lags estimates ,BANGALORE/MUMBAI  July 24 India's third-biggest IT services exporter Wipro  posted a 29.6 percent rise in quarterly profit  slightly lagging estimates  on the back of higher spending by overseas clients.,normal
WYN,Wyndham Worldwide Corp,20140724,UPDATE 1-Increased business travel boosts Starwood profit ,July 24 Starwood Hotels & Resorts Worldwide Inc  reported a higher-than-expected quarterly profit as an increase in global business travel drove occupancy and room rates.,topStory
CCF,Chase Corporation,20140724,Analysis: Carey pressured from both sides of Fox Time Warner deal to stay in job ,LOS ANGELES/NEW YORK Chase Carey  Twenty-First Century Fox's president and chief operating officer  may be feeling pressure to stay in his job for several more years both from his boss  Rupert Murdoch  and from the company Murdoch is trying to buy  Time Warner Inc.,topStory
CCF,Chase Corporation,20140724,Carey pressured from both sides of Fox Time Warner deal to stay in job ,LOS ANGELES/NEW YORK Chase Carey  Twenty-First Century Fox's president and chief operating officer  may be feeling pressure to stay in his job for several more years both from his boss  Rupert Murdoch  and from the company Murdoch is trying to buy  Time Warner Inc.,normal
LBY,Libbey Inc,20140724,Ousted Market Basket CEO offers to buy troubled New England chain ,BOSTON  July 24 Arthur T. Demoulas  former chief executive officer of the DeMoulas Market Basket supermarket chain  said he wants to buy the company to rescue it from the turmoil triggered by a family feud and employee revolt.,topStory
